Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9435 1914.56
0.9436 1904.36
0.9439 1906.06
0.9436 1910.23
0.9429 1917.2
0.9424 1933.17
0.943 1953.0
0.9436 1966.74
0.9428 1973.47
0.9421 1983.17
0.9422 1966.64
0.9426 1946.86
0.9424 1924.44
0.9422 1915.38
0.9432 1911.24
0.9428 1924.71
0.9426 1945.33
0.9421 1973.07
0.9408 1989.69
0.9405 2004.4
0.94 2010.47
0.9404 2002.63
0.9422 1976.14
0.9428 1942.58
0.944 1920.08
0.9451 1911.25
0.945 1918.21
0.9433 1933.85
0.9436 1933.18
0.9445 1931.93
0.9437 1943.35
0.9431 1957.44
0.9423 1962.6
0.9427 1962.44
0.9423 1966.36
0.9413 1960.53
0.9413 1960.77
0.9411 1953.9
0.9419 1937.23
0.9432 1900.98
0.9432 1875.62
0.9436 1866.44
0.9432 1874.61
0.9437 1875.72
0.9437 1881.27
0.9433 1887.56
0.9429 1888.68
0.9432 1901.47
0.9428 1916.18
0.9428 1923.23
0.9425 1920.31
0.9434 1896.74
0.9438 1875.07
0.9451 1854.87
0.9458 1840.93
0.9456 1838.57
0.945 1843.28
0.9445 1852.3
0.9437 1866.91
0.9441 1869.19
0.9436 1869.64
0.9438 1870.19
0.9433 1883.23
0.9423 1892.0
0.9435 1894.89
0.9437 1886.28
0.9444 1878.33
0.9444 1876.75
0.9454 1870.63
0.945 1868.55
0.9457 1864.66
0.946 1859.58
0.9458 1870.33
0.9453 1890.8
0.9453 1908.02
0.9428 1936.67
0.9422 1945.27
0.9441 1917.19
0.9464 1879.51
0.9464 1849.99
0.9474 1829.4
0.9471 1817.95
0.9463 1816.21
0.9453 1819.8
0.9456 1822.57
0.9462 1816.17
0.9467 1810.93
0.9464 1807.56
0.9451 1798.54
0.9453 1797.86
0.9461 1796.19
0.9467 1798.15
0.9465 1808.84
0.946 1818.48
0.946 1823.69
0.9455 1831.52
0.9459 1825.05
0.9456 1819.01
0.9457 1806.23
0.9466 1790.07
0.947 1784.14
0.947 1790.41
0.9468 1802.78
0.9465 1802.66
0.9463 1797.26
0.9463 1797.41
0.9471 1791.44
0.9468 1783.63
0.9463 1784.97
0.9455 1801.48
0.9454 1819.97
0.9449 1835.01
0.9441 1839.46
0.9441 1821.35
0.9442 1804.94
0.9451 1784.68
0.9464 1767.34
0.9475 1751.01
0.9478 1741.3
0.9487 1741.55
0.9487 1744.33
0.948 1753.8
0.9477 1758.41
0.9483 1756.11
0.9486 1751.87
0.9489 1751.26
0.9486 1753.33
0.9485 1755.55
0.9487 1759.24
0.9487 1763.08
0.9487 1772.17
0.9485 1769.88
0.9487 1764.21
0.9492 1756.58
0.9488 1752.57
0.9489 1755.72
0.9482 1761.84
0.9479 1764.33
0.9484 1751.24
0.9486 1736.56
0.9494 1724.17
0.95 1712.17
0.9491 1705.23
0.9492 1710.73
0.9491 1720.58
0.9488 1727.06
0.9486 1730.15
0.9482 1734.88
0.9484 1739.58
0.9484 1740.89
0.949 1735.46
0.9493 1731.18
0.9489 1730.7
0.9497 1729.31
0.9494 1735.14
0.949 1772.69
0.9458 1844.92
0.9426 1925.14
0.9417 1960.28
0.9405 1967.7
0.9401 1957.65
0.941 1885.37
0.943 1813.71
0.9456 1757.13
0.9476 1722.75
0.9482 1704.18
0.9493 1697.13
0.9491 1712.94
0.9479 1743.5
0.9472 1755.18
