Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9151 3018.97
0.9163 2989.76
0.9156 2992.88
0.917 2996.21
0.9143 3038.57
0.9148 3025.38
0.9152 3025.2
0.9168 3009.71
0.9153 2991.84
0.9146 3021.54
0.9129 3044.75
0.9146 3051.75
0.9155 2985.71
0.9146 2989.84
0.9158 2978.36
0.9163 2979.58
0.9154 2973.5
0.9154 2973.27
0.9149 2998.97
0.9161 2969.8
0.9165 2964.44
0.9159 2975.09
0.9145 2996.43
0.9137 3006.25
0.9118 3046.28
0.9122 3039.15
0.9137 3017.2
0.9087 3120.57
0.9143 3022.32
0.9138 3024.78
0.9145 3013.75
0.9168 2970.38
0.9167 2965.13
0.9163 2983.52
0.917 2986.25
0.916 2977.02
0.9135 3015.98
0.9136 3039.83
0.9152 3012.58
0.9153 3008.81
0.9151 3015.02
0.9161 3012.16
0.9151 3015.48
0.9136 3034.84
0.9148 2999.43
0.9162 2974.14
0.9163 2965.81
0.9148 2972.69
0.915 2986.96
0.913 3021.9
0.9158 2982.59
0.9141 3012.2
0.9149 2992.18
0.9158 2989.64
0.9157 2979.91
0.9158 2988.9
0.9143 3050.14
0.9157 2990.26
0.915 3024.82
0.9151 3023.56
0.9131 3055.6
0.9164 2976.14
0.9159 2973.41
0.9159 2984.11
0.9153 2982.19
0.9164 2985.36
0.9165 2994.92
0.9155 3010.02
0.9156 3011.9
0.9157 2985.39
0.9182 2968.96
0.9169 2980.08
0.9175 2955.87
0.9158 2991.32
0.9176 3001.47
0.9168 2996.89
0.9171 2966.5
0.9166 2989.4
0.916 2977.35
0.9155 3002.14
0.9169 2979.63
0.9179 2949.83
0.9184 2950.75
0.9172 2963.18
0.9162 2958.48
0.9169 2941.8
0.916 2977.05
0.9147 2981.23
0.9179 2964.34
0.9151 2986.03
0.9153 3011.84
0.9168 2976.92
0.9159 2986.91
0.9167 2980.68
0.9181 3018.85
0.9146 3090.23
0.9183 3002.09
0.9123 3101.61
0.9161 2999.47
0.9146 2999.67
0.9185 2975.75
0.9159 2987.49
0.9147 2984.97
0.9156 2986.21
0.9174 2989.39
0.9168 2975.57
0.9184 2989.17
0.9176 2950.65
0.9166 2948.9
0.9165 2946.19
0.918 2936.39
0.9191 2934.12
0.918 2963.06
0.9169 3002.26
0.9188 2970.77
0.9187 2972.92
0.9181 2974.22
0.916 2955.41
0.9151 2974.93
0.9162 2961.21
0.919 2944.3
0.9184 2960.67
0.9172 2947.65
0.9172 2995.66
0.9181 2972.29
0.9184 2967.08
0.9177 2957.12
0.9165 2969.29
